Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
safety spray booths,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
scrapbooking albums,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
scrapbooking die cut machines,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
scrapbooking die cuts,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
scrapbooking storage products,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
scrapbooking tools,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
screen printing accessories,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
scriber marking tools,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
sewing machine needles,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
sewing patterns,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
sewing rulers,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
soap making molds,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
stained glass making tools,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
straight pins,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
weaving loom accessories,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
weaving looms,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
wood burning tools,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
wood carving tools,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
wool roving,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
yarn storage products,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
knitting looms and boards,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
printing press accessories,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
fabric marking tools,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
fabric stud and gem setters,arts_crafts_hobbies_equipment,Kitchenware and Decoration,Low Risk
buckles,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
buttons,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabrics,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
plywoods,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sachets,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
snaps,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
tassels,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
thread,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
twine,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
yarn,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
zippers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
adhesive sheets,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
adhesive waxing supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
applique patches,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art adhesive removers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art adults paint by number kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art drawing supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists chalks,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists clays,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists crayons,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists drawing media,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists drawing sets,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists inks,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists light boxes,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists markers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists painting supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artists pastels,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
artist supply erasers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint additives,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint daubers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint finishes,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art painting kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint making materials,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint markers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint mediums,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint pens,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paint pens and markers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paints,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art palettes,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paper tissue,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
arts and crafts glitter,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
arts and crafts glue gun sticks,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
arts and crafts glues,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
arts and crafts gold leaf,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
arts and crafts supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
beading cord,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
beading kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
beading supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
candle making kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
candle making wax,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
candle making wicks,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
canvas panels,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
card stock,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
ceramic and pottery glazes,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
chalk lines,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
counted cross stitch kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft adhesive vinyl,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft beaded trim,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft cord trim,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft elastic,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft feathers and boas,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft foam,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft fringe trim,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft interlocking tape,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft lace,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft pipe cleaners,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft project kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft sticks,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft tassels,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
craft wiggle eyes,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
crochet kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
decorative clear stamps,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
decorative paper,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
decorative stickers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
doll making supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
embroidery floss,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
embroidery kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric adhesives,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric dyes,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric interfacing,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric iron on transfers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric paint,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric ribbons,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
fabric stabilizers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
face painting supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
felt applique kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
floral arranging accents and embellishments,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
floral arranging supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
floral foam,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
floral tapes and wraps,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
hobby stamp collecting products,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
individual pre cut quilt squares,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
jewelry making display and packaging supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
jewelry making supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
kiln firing accessories,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
knitting and crochet notions,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
knitting kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
leather cord and lacing,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
leathercraft accessories,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
leathercraft kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
leathercraft rivets,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
leathercraft supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
leather strips,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
loose beads,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
machine embroidery thread,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
macrame and knotting supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
modeling compounds,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
molding and casting materials,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
mosaic making supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
needlepoint kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
novelty applique patches,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
origami paper,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
paper craft supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
prestretched art canvas,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
purse making supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
quilt batting,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
quilting fabric assortments,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
quilting notions,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
replacement wicks,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
rhinestone embellishments,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
rubber stamp ink pads,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
safety pins,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
scrapbooking album refills,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
scrapbooking embellishments,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
scrapbooking supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
screen printing kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
screen printing supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sculptural supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sea glass,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sewing decorative patches,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sewing embellishments,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sewing heat transfer film,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sewing notions,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sewing products,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
sewing project kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
soap making bases and melts,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
soap making dyes,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
soap making scents,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
soap making supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
stained glass making supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
stamped cross stitch kits,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
stuffing and polyester fill,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
tracing paper,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
unfinished craft wood,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
watercolor paper,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
wood craft supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
bumper stickers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
childrens decorative stickers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
educational wall decor stickers,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
decorative laptop skin decals,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
decorative laptop decals,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
decorative laptop skins and decals,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
easel pads,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
hand sewing needle threaders,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
art paper products,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
basketry supplies,arts_crafts_hobbies_materials,Kitchenware and Decoration,Low Risk
